District_Code,RO_Code,Book,Deed_year,Deed_no,Item_no,Property_district_code,Property_ro_code,ps_code,moucode,Area_type,GP_Muni_Corp_Code,Ward,Holding,Premises,road_code,Plot_code_type,Road,Plot_No,Bata_No,Khatian_type,khatian_No,bata_khatian_no,property_type,Land_Area_acre,Land_Area_bigha,Land_Area_decimal,Land_Area_katha,Land_Area_chatak,Land_Area_sqfeet,Structure_area_in_sqFeet,Created_DTTM,ref_ps,ref_mouza,jl_no,other_plots,other_khatian,land_type,refjl_no,Created_by,Exception
"12","06","1","2005","00280","16","12","06","06","046",,,,,,,"RS",,"1138","0","RS","518",,"LL","0","0","0.16","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","17","12","06","06","046",,,,,,,"RS",,"543","0","RS","518",,"LL","0","0","0.41","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","2","12","06","06","046",,,,,,,"RS",,"682","0","RS","276",,"LL","0","0","1.5","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","3","12","06","06","046",,,,,,,"RS",,"352","0","RS","32",,"LL","0","0","0.75","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","4","12","06","06","046",,,,,,,"RS",,"351","0","RS","32",,"LL","0","0","0.75","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","5","12","06","06","046",,,,,,,"RS",,"353","0","RS","32",,"LL","0","0","0.75","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","6","12","06","06","046",,,,,,,"RS",,"354","0","RS","32",,"LL","0","0","0.75","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","7","12","06","06","046",,,,,,,"RS",,"597","0","RS","518",,"LL","0","0","0","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","8","12","06","06","046",,,,,,,"RS",,"322","0","RS","518",,"LL","0","0","5","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","9","12","06","06","046",,,,,,,"RS",,"913","0","RS","518",,"LL","0","0","9","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00281","1","12","06","06","001",,,,,,,"RS",,"5087","0","RS","380",,"LL","0","0","1.665","0","0","0","0","18-11-14 10.19.41",,"BISANNA NAGAR","001",,,,,"prem",
"12","06","1","2005","00281","2","12","06","06","001",,,,,,,"RS",,"5105","5959","RS","380",,"LL","0","0","1.665","0","0","0","0","18-11-14 10.19.41",,"BISANNA NAGAR","001",,,,,"prem",
